idxUp,idxLow,midUp,midLow,ringUp,ringLow,thumb,pinky,label
0,25,0,45,55,34,35,61,two
0,26,0,45,55,34,34,61,two
0,26,0,45,55,34,34,63,two
0,29,0,44,55,34,35,61,two
0,29,0,44,51,33,34,63,two
0,25,0,45,50,32,29,63,two
0,25,0,45,48,32,29,63,two
0,25,0,45,50,32,31,63,two
0,25,0,45,48,30,29,66,two
0,25,0,44,48,30,29,66,two
0,25,0,44,50,30,31,66,two
0,25,0,44,50,30,32,66,two
0,25,0,44,50,32,32,66,two
0,24,0,44,51,32,31,66,two
0,25,0,44,55,30,29,64,two
0,25,0,43,56,30,32,64,two
0,25,0,43,56,32,32,64,two
0,25,0,43,56,30,32,64,two
0,25,0,42,58,30,32,61,two
0,25,0,42,56,30,31,61,two
0,25,0,41,56,30,28,61,two
0,25,0,41,55,30,29,61,two
0,25,0,41,55,32,28,61,two
0,26,0,41,53,30,29,63,two
0,25,0,41,53,30,28,63,two
0,25,0,41,50,29,28,59,two
0,26,0,40,51,30,29,58,two
0,26,0,40,50,30,31,59,two
0,25,0,40,50,34,31,59,two
0,25,0,40,50,34,31,59,two
0,24,0,40,50,34,31,59,two
0,25,0,40,50,34,32,59,two
0,24,0,40,51,33,34,59,two
0,24,0,40,53,34,34,58,two
0,25,0,39,53,34,34,58,two
0,25,0,39,55,36,34,69,two
0,24,0,39,53,36,32,69,two
0,24,0,39,55,36,32,76,two
0,25,0,39,55,32,32,76,two
0,25,0,38,56,32,32,76,two
0,26,0,38,56,32,31,76,two
0,25,0,38,56,30,29,76,two
0,26,0,38,56,32,29,76,two
0,26,0,38,56,32,29,76,two
0,26,0,38,56,32,29,76,two
0,25,0,38,56,32,29,69,two
0,26,0,38,58,32,29,69,two
0,26,0,38,58,32,28,63,two
0,26,0,38,58,32,28,63,two
0,25,0,38,56,32,28,63,two
0,25,0,38,56,29,28,61,two
0,25,0,38,55,29,29,59,two
0,25,0,39,55,29,29,61,two
0,25,0,39,56,29,29,63,two
0,25,0,39,55,28,29,63,two
0,26,0,39,50,29,29,63,two
0,26,0,39,50,29,29,61,two
0,25,0,39,50,29,28,63,two
0,26,0,39,51,29,28,61,two
0,25,0,39,51,29,29,59,two
0,25,0,39,53,30,29,61,two
0,25,0,38,55,32,28,63,two
0,25,0,38,55,32,28,63,two
0,25,0,38,55,32,28,55,two
0,25,0,38,55,33,29,55,two
0,25,0,38,60,33,29,53,two
0,25,0,38,60,33,31,53,two
