idxUp,idxLow,midUp,midLow,ringUp,ringLow,thumb,pinky,label
0,11,91,123,52,30,0,37,kha
0,11,91,123,50,30,0,37,kha
0,11,91,123,52,29,0,37,kha
0,11,91,123,52,29,0,47,kha
0,11,90,124,54,29,0,47,kha
0,9,90,124,52,33,0,49,kha
0,11,91,124,54,34,0,49,kha
0,11,91,124,52,33,0,49,kha
0,11,91,123,52,34,0,49,kha
0,9,91,123,52,34,0,51,kha
0,9,91,123,50,34,0,51,kha
0,11,91,123,52,34,0,49,kha
0,9,91,123,52,34,0,51,kha
0,9,92,123,55,36,0,51,kha
0,11,91,123,55,36,0,51,kha
0,12,91,123,55,32,0,49,kha
0,12,91,122,55,32,0,49,kha
0,11,91,122,55,32,0,49,kha
0,8,91,123,57,30,0,49,kha
0,8,91,123,57,30,0,49,kha
0,6,92,124,57,30,0,46,kha
0,6,92,123,57,30,0,49,kha
0,6,92,123,55,30,0,51,kha
0,6,91,123,54,32,0,49,kha
0,6,91,123,55,32,0,51,kha
0,6,91,124,55,32,0,51,kha
0,5,91,124,54,32,0,51,kha
0,6,92,124,54,32,0,51,kha
0,9,92,124,52,32,0,52,kha
0,9,91,124,50,30,0,52,kha
0,11,90,123,50,30,0,49,kha
0,11,90,123,50,30,0,49,kha
0,11,90,124,52,30,0,49,kha
0,9,90,124,50,30,0,49,kha
0,9,90,123,50,30,0,44,kha
0,11,90,123,48,30,0,44,kha
0,11,90,122,50,29,0,42,kha
0,12,90,122,52,29,0,41,kha
0,12,90,122,52,30,0,39,kha
0,12,90,122,50,32,0,39,kha
0,12,90,122,50,30,0,41,kha
0,13,90,122,48,32,0,41,kha
0,13,90,122,48,32,0,39,kha
0,13,90,122,48,32,0,41,kha
0,12,90,122,48,32,0,47,kha
0,11,90,122,48,32,0,52,kha
0,11,90,122,48,32,0,52,kha
0,9,90,122,48,29,0,54,kha
0,9,90,122,48,28,0,52,kha
0,11,90,122,48,28,0,52,kha
0,11,90,122,50,29,0,54,kha
0,9,90,122,52,29,0,57,kha
0,11,90,122,52,29,0,59,kha
0,11,90,122,52,28,0,57,kha
0,11,90,122,54,28,0,56,kha
0,12,90,122,52,28,0,51,kha
0,12,90,122,54,28,0,49,kha
0,12,90,122,54,29,0,49,kha
